Delivery_ID,Order_ID,Courier_Partner,Delivery_Days,Delivery_Status
44758,ORD144758,Ekart,6,Delivered
44759,ORD144759,XpressBees,7,In Transit
44760,ORD144760,Delhivery,2,Delivered
44761,ORD144761,Blue Dart,3,Delivered
44762,ORD144762,DTDC,4,Delivered
44763,ORD144763,Ekart,5,Delivered
44764,ORD144764,XpressBees,6,In Transit
44765,ORD144765,Delhivery,7,Delivered
44766,ORD144766,Blue Dart,2,Delivered
44767,ORD144767,DTDC,3,Delivered
44768,ORD144768,Ekart,4,Delivered
44769,ORD144769,XpressBees,5,In Transit
44770,ORD144770,Delhivery,6,Delivered
44771,ORD144771,Blue Dart,7,Delivered
44772,ORD144772,DTDC,2,Delivered
44773,ORD144773,Ekart,3,Delivered
44774,ORD144774,XpressBees,4,In Transit
44775,ORD144775,Delhivery,5,Delivered
44776,ORD144776,Blue Dart,6,Delivered
44777,ORD144777,DTDC,7,Delivered
44778,ORD144778,Ekart,2,Delivered
44779,ORD144779,XpressBees,3,In Transit
44780,ORD144780,Delhivery,4,Delivered
44781,ORD144781,Blue Dart,5,Delivered
44782,ORD144782,DTDC,6,Delivered
44783,ORD144783,Ekart,7,Delivered
44784,ORD144784,XpressBees,2,In Transit
44785,ORD144785,Delhivery,3,Delivered
44786,ORD144786,Blue Dart,4,Delivered
44787,ORD144787,DTDC,5,Delivered
44788,ORD144788,Ekart,6,Delivered
44789,ORD144789,XpressBees,7,In Transit
44790,ORD144790,Delhivery,2,Delivered
44791,ORD144791,Blue Dart,3,Delivered
44792,ORD144792,DTDC,4,Delivered
44793,ORD144793,Ekart,5,Delivered
44794,ORD144794,XpressBees,6,In Transit
44795,ORD144795,Delhivery,7,Delivered
44796,ORD144796,Blue Dart,2,Delivered
44797,ORD144797,DTDC,3,Delivered
44798,ORD144798,Ekart,4,Delivered
44799,ORD144799,XpressBees,5,In Transit
44800,ORD144800,Delhivery,6,Delivered
44801,ORD144801,Blue Dart,7,Delivered
44802,ORD144802,DTDC,2,Delivered
44803,ORD144803,Ekart,3,Delivered
44804,ORD144804,XpressBees,4,In Transit
44805,ORD144805,Delhivery,5,Delivered
44806,ORD144806,Blue Dart,6,Delivered
44807,ORD144807,DTDC,7,Delivered
44808,ORD144808,Ekart,2,Delivered
44809,ORD144809,XpressBees,3,In Transit
44810,ORD144810,Delhivery,4,Delivered
44811,ORD144811,Blue Dart,5,Delivered
44812,ORD144812,DTDC,6,Delivered
44813,ORD144813,Ekart,7,Delivered
44814,ORD144814,XpressBees,2,In Transit
44815,ORD144815,Delhivery,3,Delivered
44816,ORD144816,Blue Dart,4,Delivered
44817,ORD144817,DTDC,5,Delivered
44818,ORD144818,Ekart,6,Delivered
44819,ORD144819,XpressBees,7,In Transit
44820,ORD144820,Delhivery,2,Delivered
44821,ORD144821,Blue Dart,3,Delivered
44822,ORD144822,DTDC,4,Delivered
44823,ORD144823,Ekart,5,Delivered
44824,ORD144824,XpressBees,6,In Transit
44825,ORD144825,Delhivery,7,Delivered
44826,ORD144826,Blue Dart,2,Delivered
44827,ORD144827,DTDC,3,Delivered
44828,ORD144828,Ekart,4,Delivered
44829,ORD144829,XpressBees,5,In Transit
44830,ORD144830,Delhivery,6,Delivered
44831,ORD144831,Blue Dart,7,Delivered
44832,ORD144832,DTDC,2,Delivered
44833,ORD144833,Ekart,3,Delivered
44834,ORD144834,XpressBees,4,In Transit
44835,ORD144835,Delhivery,5,Delivered
44836,ORD144836,Blue Dart,6,Delivered
44837,ORD144837,DTDC,7,Delivered
44838,ORD144838,Ekart,2,Delivered
44839,ORD144839,XpressBees,3,In Transit
44840,ORD144840,Delhivery,4,Delivered
44841,ORD144841,Blue Dart,5,Delivered
44842,ORD144842,DTDC,6,Delivered
44843,ORD144843,Ekart,7,Delivered
44844,ORD144844,XpressBees,2,In Transit
44845,ORD144845,Delhivery,3,Delivered
44846,ORD144846,Blue Dart,4,Delivered
44847,ORD144847,DTDC,5,Delivered
44848,ORD144848,Ekart,6,Delivered
44849,ORD144849,XpressBees,7,In Transit
44850,ORD144850,Delhivery,2,Delivered
44851,ORD144851,Blue Dart,3,Delivered
44852,ORD144852,DTDC,4,Delivered
44853,ORD144853,Ekart,5,Delivered
44854,ORD144854,XpressBees,6,In Transit
44855,ORD144855,Delhivery,7,Delivered
44856,ORD144856,Blue Dart,2,Delivered
44857,ORD144857,DTDC,3,Delivered
44858,ORD144858,Ekart,4,Delivered
44859,ORD144859,XpressBees,5,In Transit
44860,ORD144860,Delhivery,6,Delivered
44861,ORD144861,Blue Dart,7,Delivered
44862,ORD144862,DTDC,2,Delivered
44863,ORD144863,Ekart,3,Delivered
44864,ORD144864,XpressBees,4,In Transit
44865,ORD144865,Delhivery,5,Delivered
44866,ORD144866,Blue Dart,6,Delivered
44867,ORD144867,DTDC,7,Delivered
44868,ORD144868,Ekart,2,Delivered
44869,ORD144869,XpressBees,3,In Transit
44870,ORD144870,Delhivery,4,Delivered
44871,ORD144871,Blue Dart,5,Delivered
44872,ORD144872,DTDC,6,Delivered
44873,ORD144873,Ekart,7,Delivered
44874,ORD144874,XpressBees,2,In Transit
44875,ORD144875,Delhivery,3,Delivered
44876,ORD144876,Blue Dart,4,Delivered
44877,ORD144877,DTDC,5,Delivered
44878,ORD144878,Ekart,6,Delivered
44879,ORD144879,XpressBees,7,In Transit
44880,ORD144880,Delhivery,2,Delivered
44881,ORD144881,Blue Dart,3,Delivered
44882,ORD144882,DTDC,4,Delivered
44883,ORD144883,Ekart,5,Delivered
44884,ORD144884,XpressBees,6,In Transit
44885,ORD144885,Delhivery,7,Delivered
44886,ORD144886,Blue Dart,2,Delivered
44887,ORD144887,DTDC,3,Delivered
44888,ORD144888,Ekart,4,Delivered
44889,ORD144889,XpressBees,5,In Transit
44890,ORD144890,Delhivery,6,Delivered
44891,ORD144891,Blue Dart,7,Delivered
44892,ORD144892,DTDC,2,Delivered
44893,ORD144893,Ekart,3,Delivered
44894,ORD144894,XpressBees,4,In Transit
44895,ORD144895,Delhivery,5,Delivered
44896,ORD144896,Blue Dart,6,Delivered
44897,ORD144897,DTDC,7,Delivered
44898,ORD144898,Ekart,2,Delivered
44899,ORD144899,XpressBees,3,In Transit
44900,ORD144900,Delhivery,4,Delivered
44901,ORD144901,Blue Dart,5,Delivered
44902,ORD144902,DTDC,6,Delivered
44903,ORD144903,Ekart,7,Delivered
44904,ORD144904,XpressBees,2,In Transit
44905,ORD144905,Delhivery,3,Delivered
44906,ORD144906,Blue Dart,4,Delivered
44907,ORD144907,DTDC,5,Delivered
44908,ORD144908,Ekart,6,Delivered
44909,ORD144909,XpressBees,7,In Transit
44910,ORD144910,Delhivery,2,Delivered
44911,ORD144911,Blue Dart,3,Delivered
44912,ORD144912,DTDC,4,Delivered
44913,ORD144913,Ekart,5,Delivered
44914,ORD144914,XpressBees,6,In Transit
44915,ORD144915,Delhivery,7,Delivered
44916,ORD144916,Blue Dart,2,Delivered
44917,ORD144917,DTDC,3,Delivered
44918,ORD144918,Ekart,4,Delivered
44919,ORD144919,XpressBees,5,In Transit
44920,ORD144920,Delhivery,6,Delivered
44921,ORD144921,Blue Dart,7,Delivered
44922,ORD144922,DTDC,2,Delivered
44923,ORD144923,Ekart,3,Delivered
44924,ORD144924,XpressBees,4,In Transit
44925,ORD144925,Delhivery,5,Delivered
44926,ORD144926,Blue Dart,6,Delivered
44927,ORD144927,DTDC,7,Delivered
44928,ORD144928,Ekart,2,Delivered
44929,ORD144929,XpressBees,3,In Transit
44930,ORD144930,Delhivery,4,Delivered
44931,ORD144931,Blue Dart,5,Delivered
44932,ORD144932,DTDC,6,Delivered
44933,ORD144933,Ekart,7,Delivered
44934,ORD144934,XpressBees,2,In Transit
44935,ORD144935,Delhivery,3,Delivered
44936,ORD144936,Blue Dart,4,Delivered
44937,ORD144937,DTDC,5,Delivered
44938,ORD144938,Ekart,6,Delivered
44939,ORD144939,XpressBees,7,In Transit
44940,ORD144940,Delhivery,2,Delivered
44941,ORD144941,Blue Dart,3,Delivered
44942,ORD144942,DTDC,4,Delivered
44943,ORD144943,Ekart,5,Delivered
44944,ORD144944,XpressBees,6,In Transit
44945,ORD144945,Delhivery,7,Delivered
44946,ORD144946,Blue Dart,2,Delivered
44947,ORD144947,DTDC,3,Delivered
44948,ORD144948,Ekart,4,Delivered
44949,ORD144949,XpressBees,5,In Transit
44950,ORD144950,Delhivery,6,Delivered
44951,ORD144951,Blue Dart,7,Delivered
44952,ORD144952,DTDC,2,Delivered
44953,ORD144953,Ekart,3,Delivered
44954,ORD144954,XpressBees,4,In Transit
44955,ORD144955,Delhivery,5,Delivered
44956,ORD144956,Blue Dart,6,Delivered
44957,ORD144957,DTDC,7,Delivered
44958,ORD144958,Ekart,2,Delivered
44959,ORD144959,XpressBees,3,In Transit
44960,ORD144960,Delhivery,4,Delivered
44961,ORD144961,Blue Dart,5,Delivered
44962,ORD144962,DTDC,6,Delivered
44963,ORD144963,Ekart,7,Delivered
44964,ORD144964,XpressBees,2,In Transit
44965,ORD144965,Delhivery,3,Delivered
44966,ORD144966,Blue Dart,4,Delivered
44967,ORD144967,DTDC,5,Delivered
44968,ORD144968,Ekart,6,Delivered
44969,ORD144969,XpressBees,7,In Transit
44970,ORD144970,Delhivery,2,Delivered
44971,ORD144971,Blue Dart,3,Delivered
44972,ORD144972,DTDC,4,Delivered
44973,ORD144973,Ekart,5,Delivered
44974,ORD144974,XpressBees,6,In Transit
44975,ORD144975,Delhivery,7,Delivered
44976,ORD144976,Blue Dart,2,Delivered
44977,ORD144977,DTDC,3,Delivered
44978,ORD144978,Ekart,4,Delivered
44979,ORD144979,XpressBees,5,In Transit
44980,ORD144980,Delhivery,6,Delivered
44981,ORD144981,Blue Dart,7,Delivered
44982,ORD144982,DTDC,2,Delivered
44983,ORD144983,Ekart,3,Delivered
44984,ORD144984,XpressBees,4,In Transit
44985,ORD144985,Delhivery,5,Delivered
44986,ORD144986,Blue Dart,6,Delivered
44987,ORD144987,DTDC,7,Delivered
44988,ORD144988,Ekart,2,Delivered
44989,ORD144989,XpressBees,3,In Transit
44990,ORD144990,Delhivery,4,Delivered
44991,ORD144991,Blue Dart,5,Delivered
44992,ORD144992,DTDC,6,Delivered
44993,ORD144993,Ekart,7,Delivered
44994,ORD144994,XpressBees,2,In Transit
44995,ORD144995,Delhivery,3,Delivered
44996,ORD144996,Blue Dart,4,Delivered
44997,ORD144997,DTDC,5,Delivered
44998,ORD144998,Ekart,6,Delivered
44999,ORD144999,XpressBees,7,In Transit
45000,ORD145000,Delhivery,2,Delivered
45001,ORD145001,Blue Dart,3,Delivered
45002,ORD145002,DTDC,4,Delivered
45003,ORD145003,Ekart,5,Delivered
45004,ORD145004,XpressBees,6,In Transit
45005,ORD145005,Delhivery,7,Delivered
45006,ORD145006,Blue Dart,2,Delivered
45007,ORD145007,DTDC,3,Delivered
45008,ORD145008,Ekart,4,Delivered
45009,ORD145009,XpressBees,5,In Transit
45010,ORD145010,Delhivery,6,Delivered
45011,ORD145011,Blue Dart,7,Delivered
45012,ORD145012,DTDC,2,Delivered
45013,ORD145013,Ekart,3,Delivered
45014,ORD145014,XpressBees,4,In Transit
45015,ORD145015,Delhivery,5,Delivered
45016,ORD145016,Blue Dart,6,Delivered
45017,ORD145017,DTDC,7,Delivered
45018,ORD145018,Ekart,2,Delivered
45019,ORD145019,XpressBees,3,In Transit
45020,ORD145020,Delhivery,4,Delivered
45021,ORD145021,Blue Dart,5,Delivered
45022,ORD145022,DTDC,6,Delivered
45023,ORD145023,Ekart,7,Delivered
45024,ORD145024,XpressBees,2,In Transit
45025,ORD145025,Delhivery,3,Delivered
45026,ORD145026,Blue Dart,4,Delivered
45027,ORD145027,DTDC,5,Delivered
45028,ORD145028,Ekart,6,Delivered
45029,ORD145029,XpressBees,7,In Transit
45030,ORD145030,Delhivery,2,Delivered
45031,ORD145031,Blue Dart,3,Delivered
45032,ORD145032,DTDC,4,Delivered
45033,ORD145033,Ekart,5,Delivered
45034,ORD145034,XpressBees,6,In Transit
45035,ORD145035,Delhivery,7,Delivered
45036,ORD145036,Blue Dart,2,Delivered
45037,ORD145037,DTDC,3,Delivered
45038,ORD145038,Ekart,4,Delivered
45039,ORD145039,XpressBees,5,In Transit
45040,ORD145040,Delhivery,6,Delivered
45041,ORD145041,Blue Dart,7,Delivered
45042,ORD145042,DTDC,2,Delivered
45043,ORD145043,Ekart,3,Delivered
45044,ORD145044,XpressBees,4,In Transit
45045,ORD145045,Delhivery,5,Delivered
45046,ORD145046,Blue Dart,6,Delivered
45047,ORD145047,DTDC,7,Delivered
45048,ORD145048,Ekart,2,Delivered
45049,ORD145049,XpressBees,3,In Transit
45050,ORD145050,Delhivery,4,Delivered
45051,ORD145051,Blue Dart,5,Delivered
45052,ORD145052,DTDC,6,Delivered
45053,ORD145053,Ekart,7,Delivered
45054,ORD145054,XpressBees,2,In Transit
45055,ORD145055,Delhivery,3,Delivered
45056,ORD145056,Blue Dart,4,Delivered
45057,ORD145057,DTDC,5,Delivered
45058,ORD145058,Ekart,6,Delivered
45059,ORD145059,XpressBees,7,In Transit
45060,ORD145060,Delhivery,2,Delivered
45061,ORD145061,Blue Dart,3,Delivered
45062,ORD145062,DTDC,4,Delivered
45063,ORD145063,Ekart,5,Delivered
45064,ORD145064,XpressBees,6,In Transit
45065,ORD145065,Delhivery,7,Delivered
45066,ORD145066,Blue Dart,2,Delivered
45067,ORD145067,DTDC,3,Delivered
45068,ORD145068,Ekart,4,Delivered
45069,ORD145069,XpressBees,5,In Transit
45070,ORD145070,Delhivery,6,Delivered
45071,ORD145071,Blue Dart,7,Delivered
45072,ORD145072,DTDC,2,Delivered
45073,ORD145073,Ekart,3,Delivered
45074,ORD145074,XpressBees,4,In Transit
45075,ORD145075,Delhivery,5,Delivered
45076,ORD145076,Blue Dart,6,Delivered
45077,ORD145077,DTDC,7,Delivered
45078,ORD145078,Ekart,2,Delivered
45079,ORD145079,XpressBees,3,In Transit
45080,ORD145080,Delhivery,4,Delivered
45081,ORD145081,Blue Dart,5,Delivered
45082,ORD145082,DTDC,6,Delivered
45083,ORD145083,Ekart,7,Delivered
45084,ORD145084,XpressBees,2,In Transit
45085,ORD145085,Delhivery,3,Delivered
45086,ORD145086,Blue Dart,4,Delivered
45087,ORD145087,DTDC,5,Delivered
45088,ORD145088,Ekart,6,Delivered
45089,ORD145089,XpressBees,7,In Transit
45090,ORD145090,Delhivery,2,Delivered
45091,ORD145091,Blue Dart,3,Delivered
45092,ORD145092,DTDC,4,Delivered
45093,ORD145093,Ekart,5,Delivered
45094,ORD145094,XpressBees,6,In Transit
45095,ORD145095,Delhivery,7,Delivered
45096,ORD145096,Blue Dart,2,Delivered
45097,ORD145097,DTDC,3,Delivered
45098,ORD145098,Ekart,4,Delivered
45099,ORD145099,XpressBees,5,In Transit
45100,ORD145100,Delhivery,6,Delivered
45101,ORD145101,Blue Dart,7,Delivered
45102,ORD145102,DTDC,2,Delivered
45103,ORD145103,Ekart,3,Delivered
45104,ORD145104,XpressBees,4,In Transit
45105,ORD145105,Delhivery,5,Delivered
45106,ORD145106,Blue Dart,6,Delivered
45107,ORD145107,DTDC,7,Delivered
45108,ORD145108,Ekart,2,Delivered
45109,ORD145109,XpressBees,3,In Transit
45110,ORD145110,Delhivery,4,Delivered
45111,ORD145111,Blue Dart,5,Delivered
45112,ORD145112,DTDC,6,Delivered
45113,ORD145113,Ekart,7,Delivered
45114,ORD145114,XpressBees,2,In Transit
45115,ORD145115,Delhivery,3,Delivered
45116,ORD145116,Blue Dart,4,Delivered
45117,ORD145117,DTDC,5,Delivered
45118,ORD145118,Ekart,6,Delivered
45119,ORD145119,XpressBees,7,In Transit
45120,ORD145120,Delhivery,2,Delivered
45121,ORD145121,Blue Dart,3,Delivered
45122,ORD145122,DTDC,4,Delivered
45123,ORD145123,Ekart,5,Delivered
45124,ORD145124,XpressBees,6,In Transit
45125,ORD145125,Delhivery,7,Delivered
45126,ORD145126,Blue Dart,2,Delivered
45127,ORD145127,DTDC,3,Delivered
45128,ORD145128,Ekart,4,Delivered
45129,ORD145129,XpressBees,5,In Transit
45130,ORD145130,Delhivery,6,Delivered
45131,ORD145131,Blue Dart,7,Delivered
45132,ORD145132,DTDC,2,Delivered
45133,ORD145133,Ekart,3,Delivered
45134,ORD145134,XpressBees,4,In Transit
45135,ORD145135,Delhivery,5,Delivered
45136,ORD145136,Blue Dart,6,Delivered
45137,ORD145137,DTDC,7,Delivered
45138,ORD145138,Ekart,2,Delivered
45139,ORD145139,XpressBees,3,In Transit
45140,ORD145140,Delhivery,4,Delivered
45141,ORD145141,Blue Dart,5,Delivered
45142,ORD145142,DTDC,6,Delivered
45143,ORD145143,Ekart,7,Delivered
45144,ORD145144,XpressBees,2,In Transit
45145,ORD145145,Delhivery,3,Delivered
45146,ORD145146,Blue Dart,4,Delivered
45147,ORD145147,DTDC,5,Delivered
45148,ORD145148,Ekart,6,Delivered
45149,ORD145149,XpressBees,7,In Transit
45150,ORD145150,Delhivery,2,Delivered
45151,ORD145151,Blue Dart,3,Delivered
45152,ORD145152,DTDC,4,Delivered
45153,ORD145153,Ekart,5,Delivered
45154,ORD145154,XpressBees,6,In Transit
45155,ORD145155,Delhivery,7,Delivered
45156,ORD145156,Blue Dart,2,Delivered
45157,ORD145157,DTDC,3,Delivered
45158,ORD145158,Ekart,4,Delivered
45159,ORD145159,XpressBees,5,In Transit
45160,ORD145160,Delhivery,6,Delivered
45161,ORD145161,Blue Dart,7,Delivered
45162,ORD145162,DTDC,2,Delivered
45163,ORD145163,Ekart,3,Delivered
45164,ORD145164,XpressBees,4,In Transit
45165,ORD145165,Delhivery,5,Delivered
45166,ORD145166,Blue Dart,6,Delivered
45167,ORD145167,DTDC,7,Delivered
45168,ORD145168,Ekart,2,Delivered
45169,ORD145169,XpressBees,3,In Transit
45170,ORD145170,Delhivery,4,Delivered
45171,ORD145171,Blue Dart,5,Delivered
45172,ORD145172,DTDC,6,Delivered
45173,ORD145173,Ekart,7,Delivered
45174,ORD145174,XpressBees,2,In Transit
45175,ORD145175,Delhivery,3,Delivered
45176,ORD145176,Blue Dart,4,Delivered
45177,ORD145177,DTDC,5,Delivered
45178,ORD145178,Ekart,6,Delivered
45179,ORD145179,XpressBees,7,In Transit
45180,ORD145180,Delhivery,2,Delivered
45181,ORD145181,Blue Dart,3,Delivered
45182,ORD145182,DTDC,4,Delivered
45183,ORD145183,Ekart,5,Delivered
45184,ORD145184,XpressBees,6,In Transit
45185,ORD145185,Delhivery,7,Delivered
45186,ORD145186,Blue Dart,2,Delivered
45187,ORD145187,DTDC,3,Delivered
45188,ORD145188,Ekart,4,Delivered
45189,ORD145189,XpressBees,5,In Transit
45190,ORD145190,Delhivery,6,Delivered
45191,ORD145191,Blue Dart,7,Delivered
45192,ORD145192,DTDC,2,Delivered
45193,ORD145193,Ekart,3,Delivered
45194,ORD145194,XpressBees,4,In Transit
45195,ORD145195,Delhivery,5,Delivered
45196,ORD145196,Blue Dart,6,Delivered
45197,ORD145197,DTDC,7,Delivered
45198,ORD145198,Ekart,2,Delivered
45199,ORD145199,XpressBees,3,In Transit
45200,ORD145200,Delhivery,4,Delivered
45201,ORD145201,Blue Dart,5,Delivered
45202,ORD145202,DTDC,6,Delivered
45203,ORD145203,Ekart,7,Delivered
45204,ORD145204,XpressBees,2,In Transit
45205,ORD145205,Delhivery,3,Delivered
45206,ORD145206,Blue Dart,4,Delivered
45207,ORD145207,DTDC,5,Delivered
45208,ORD145208,Ekart,6,Delivered
45209,ORD145209,XpressBees,7,In Transit
45210,ORD145210,Delhivery,2,Delivered
45211,ORD145211,Blue Dart,3,Delivered
45212,ORD145212,DTDC,4,Delivered
45213,ORD145213,Ekart,5,Delivered
45214,ORD145214,XpressBees,6,In Transit
45215,ORD145215,Delhivery,7,Delivered
45216,ORD145216,Blue Dart,2,Delivered
45217,ORD145217,DTDC,3,Delivered
45218,ORD145218,Ekart,4,Delivered
45219,ORD145219,XpressBees,5,In Transit
45220,ORD145220,Delhivery,6,Delivered
45221,ORD145221,Blue Dart,7,Delivered
45222,ORD145222,DTDC,2,Delivered
45223,ORD145223,Ekart,3,Delivered
45224,ORD145224,XpressBees,4,In Transit
45225,ORD145225,Delhivery,5,Delivered
45226,ORD145226,Blue Dart,6,Delivered
45227,ORD145227,DTDC,7,Delivered
45228,ORD145228,Ekart,2,Delivered
45229,ORD145229,XpressBees,3,In Transit
45230,ORD145230,Delhivery,4,Delivered
45231,ORD145231,Blue Dart,5,Delivered
45232,ORD145232,DTDC,6,Delivered
45233,ORD145233,Ekart,7,Delivered
45234,ORD145234,XpressBees,2,In Transit
45235,ORD145235,Delhivery,3,Delivered
45236,ORD145236,Blue Dart,4,Delivered
45237,ORD145237,DTDC,5,Delivered
45238,ORD145238,Ekart,6,Delivered
45239,ORD145239,XpressBees,7,In Transit
45240,ORD145240,Delhivery,2,Delivered
45241,ORD145241,Blue Dart,3,Delivered
45242,ORD145242,DTDC,4,Delivered
45243,ORD145243,Ekart,5,Delivered
45244,ORD145244,XpressBees,6,In Transit
45245,ORD145245,Delhivery,7,Delivered
45246,ORD145246,Blue Dart,2,Delivered
45247,ORD145247,DTDC,3,Delivered
45248,ORD145248,Ekart,4,Delivered
45249,ORD145249,XpressBees,5,In Transit
45250,ORD145250,Delhivery,6,Delivered
45251,ORD145251,Blue Dart,7,Delivered
45252,ORD145252,DTDC,2,Delivered
45253,ORD145253,Ekart,3,Delivered
45254,ORD145254,XpressBees,4,In Transit
45255,ORD145255,Delhivery,5,Delivered
45256,ORD145256,Blue Dart,6,Delivered
45257,ORD145257,DTDC,7,Delivered
45258,ORD145258,Ekart,2,Delivered
45259,ORD145259,XpressBees,3,In Transit
45260,ORD145260,Delhivery,4,Delivered
45261,ORD145261,Blue Dart,5,Delivered
45262,ORD145262,DTDC,6,Delivered
45263,ORD145263,Ekart,7,Delivered
45264,ORD145264,XpressBees,2,In Transit
45265,ORD145265,Delhivery,3,Delivered
45266,ORD145266,Blue Dart,4,Delivered
45267,ORD145267,DTDC,5,Delivered
45268,ORD145268,Ekart,6,Delivered
45269,ORD145269,XpressBees,7,In Transit
45270,ORD145270,Delhivery,2,Delivered
45271,ORD145271,Blue Dart,3,Delivered
45272,ORD145272,DTDC,4,Delivered
45273,ORD145273,Ekart,5,Delivered
45274,ORD145274,XpressBees,6,In Transit
45275,ORD145275,Delhivery,7,Delivered
45276,ORD145276,Blue Dart,2,Delivered
45277,ORD145277,DTDC,3,Delivered
45278,ORD145278,Ekart,4,Delivered
45279,ORD145279,XpressBees,5,In Transit
45280,ORD145280,Delhivery,6,Delivered
45281,ORD145281,Blue Dart,7,Delivered
45282,ORD145282,DTDC,2,Delivered
45283,ORD145283,Ekart,3,Delivered
45284,ORD145284,XpressBees,4,In Transit
45285,ORD145285,Delhivery,5,Delivered
45286,ORD145286,Blue Dart,6,Delivered
45287,ORD145287,DTDC,7,Delivered
45288,ORD145288,Ekart,2,Delivered
45289,ORD145289,XpressBees,3,In Transit
45290,ORD145290,Delhivery,4,Delivered
45291,ORD145291,Blue Dart,5,Delivered
45292,ORD145292,DTDC,6,Delivered
45293,ORD145293,Ekart,7,Delivered
45294,ORD145294,XpressBees,2,In Transit
45295,ORD145295,Delhivery,3,Delivered
45296,ORD145296,Blue Dart,4,Delivered
45297,ORD145297,DTDC,5,Delivered
45298,ORD145298,Ekart,6,Delivered
45299,ORD145299,XpressBees,7,In Transit
45300,ORD145300,Delhivery,2,Delivered
45301,ORD145301,Blue Dart,3,Delivered
45302,ORD145302,DTDC,4,Delivered
45303,ORD145303,Ekart,5,Delivered
45304,ORD145304,XpressBees,6,In Transit
45305,ORD145305,Delhivery,7,Delivered
45306,ORD145306,Blue Dart,2,Delivered
45307,ORD145307,DTDC,3,Delivered
45308,ORD145308,Ekart,4,Delivered
45309,ORD145309,XpressBees,5,In Transit
45310,ORD145310,Delhivery,6,Delivered
45311,ORD145311,Blue Dart,7,Delivered
45312,ORD145312,DTDC,2,Delivered
45313,ORD145313,Ekart,3,Delivered
45314,ORD145314,XpressBees,4,In Transit
45315,ORD145315,Delhivery,5,Delivered
45316,ORD145316,Blue Dart,6,Delivered
45317,ORD145317,DTDC,7,Delivered
45318,ORD145318,Ekart,2,Delivered
45319,ORD145319,XpressBees,3,In Transit
45320,ORD145320,Delhivery,4,Delivered
45321,ORD145321,Blue Dart,5,Delivered
45322,ORD145322,DTDC,6,Delivered
45323,ORD145323,Ekart,7,Delivered
45324,ORD145324,XpressBees,2,In Transit
45325,ORD145325,Delhivery,3,Delivered
45326,ORD145326,Blue Dart,4,Delivered
45327,ORD145327,DTDC,5,Delivered
45328,ORD145328,Ekart,6,Delivered
45329,ORD145329,XpressBees,7,In Transit
45330,ORD145330,Delhivery,2,Delivered
45331,ORD145331,Blue Dart,3,Delivered
45332,ORD145332,DTDC,4,Delivered
45333,ORD145333,Ekart,5,Delivered
45334,ORD145334,XpressBees,6,In Transit
45335,ORD145335,Delhivery,7,Delivered
45336,ORD145336,Blue Dart,2,Delivered
45337,ORD145337,DTDC,3,Delivered
45338,ORD145338,Ekart,4,Delivered
45339,ORD145339,XpressBees,5,In Transit
45340,ORD145340,Delhivery,6,Delivered
45341,ORD145341,Blue Dart,7,Delivered
45342,ORD145342,DTDC,2,Delivered
45343,ORD145343,Ekart,3,Delivered
45344,ORD145344,XpressBees,4,In Transit
45345,ORD145345,Delhivery,5,Delivered
45346,ORD145346,Blue Dart,6,Delivered
45347,ORD145347,DTDC,7,Delivered
45348,ORD145348,Ekart,2,Delivered
45349,ORD145349,XpressBees,3,In Transit
45350,ORD145350,Delhivery,4,Delivered
45351,ORD145351,Blue Dart,5,Delivered
45352,ORD145352,DTDC,6,Delivered
45353,ORD145353,Ekart,7,Delivered
45354,ORD145354,XpressBees,2,In Transit
45355,ORD145355,Delhivery,3,Delivered
45356,ORD145356,Blue Dart,4,Delivered
45357,ORD145357,DTDC,5,Delivered
45358,ORD145358,Ekart,6,Delivered
45359,ORD145359,XpressBees,7,In Transit
45360,ORD145360,Delhivery,2,Delivered
45361,ORD145361,Blue Dart,3,Delivered
45362,ORD145362,DTDC,4,Delivered
45363,ORD145363,Ekart,5,Delivered
45364,ORD145364,XpressBees,6,In Transit
45365,ORD145365,Delhivery,7,Delivered
45366,ORD145366,Blue Dart,2,Delivered
45367,ORD145367,DTDC,3,Delivered
45368,ORD145368,Ekart,4,Delivered
45369,ORD145369,XpressBees,5,In Transit
45370,ORD145370,Delhivery,6,Delivered
45371,ORD145371,Blue Dart,7,Delivered
45372,ORD145372,DTDC,2,Delivered
45373,ORD145373,Ekart,3,Delivered
45374,ORD145374,XpressBees,4,In Transit
45375,ORD145375,Delhivery,5,Delivered
45376,ORD145376,Blue Dart,6,Delivered
45377,ORD145377,DTDC,7,Delivered
45378,ORD145378,Ekart,2,Delivered
45379,ORD145379,XpressBees,3,In Transit
45380,ORD145380,Delhivery,4,Delivered
45381,ORD145381,Blue Dart,5,Delivered
45382,ORD145382,DTDC,6,Delivered
45383,ORD145383,Ekart,7,Delivered
45384,ORD145384,XpressBees,2,In Transit
45385,ORD145385,Delhivery,3,Delivered
45386,ORD145386,Blue Dart,4,Delivered
45387,ORD145387,DTDC,5,Delivered
45388,ORD145388,Ekart,6,Delivered
45389,ORD145389,XpressBees,7,In Transit
45390,ORD145390,Delhivery,2,Delivered
45391,ORD145391,Blue Dart,3,Delivered
45392,ORD145392,DTDC,4,Delivered
45393,ORD145393,Ekart,5,Delivered
45394,ORD145394,XpressBees,6,In Transit
45395,ORD145395,Delhivery,7,Delivered
45396,ORD145396,Blue Dart,2,Delivered
45397,ORD145397,DTDC,3,Delivered
