Return_ID,Order_ID,Return_Date,Return_Reason,Refund_Amount
3874,ORD138731,2025-05-16,Late Delivery,5692.25
3875,ORD138741,2025-06-04,Damaged,38457.13
3876,ORD138751,2025-06-01,Wrong Item,43470.94
3877,ORD138761,2024-12-11,Size Issue,24910.8
3878,ORD138771,2024-05-28,Customer Changed Mind,75426.1
3879,ORD138781,2025-02-04,Late Delivery,14190.18
3880,ORD138791,2025-07-26,Damaged,14388.99
3881,ORD138801,2025-08-22,Wrong Item,5993.46
3882,ORD138811,2025-03-31,Size Issue,2665.9
3883,ORD138821,2024-06-18,Customer Changed Mind,34508.84
3884,ORD138831,2024-06-01,Late Delivery,66471.61
3885,ORD138841,2024-03-01,Damaged,24835.03
3886,ORD138851,2025-08-30,Wrong Item,7036.57
3887,ORD138861,2024-07-10,Size Issue,36454.4
3888,ORD138871,2024-03-18,Customer Changed Mind,22754.19
3889,ORD138881,2025-09-15,Late Delivery,5113.26
3890,ORD138891,2025-03-04,Damaged,44222.52
3891,ORD138901,2025-10-07,Wrong Item,57697.96
3892,ORD138911,2024-06-17,Size Issue,3897.55
3893,ORD138921,2025-10-01,Customer Changed Mind,11658.96
3894,ORD138931,2025-08-04,Late Delivery,28393.74
3895,ORD138941,2024-05-15,Damaged,15509.07
3896,ORD138951,2025-10-14,Wrong Item,61771.62
3897,ORD138961,2025-09-02,Size Issue,10975.77
3898,ORD138971,2025-05-19,Customer Changed Mind,37583.77
3899,ORD138981,2024-03-28,Late Delivery,11907.25
3900,ORD138991,2025-03-12,Damaged,26936.54
3901,ORD139001,2025-06-27,Wrong Item,39160.82
3902,ORD139011,2025-05-12,Size Issue,49390.17
3903,ORD139021,2025-08-15,Customer Changed Mind,8706.97
3904,ORD139031,2025-10-12,Late Delivery,3846.2
3905,ORD139041,2025-09-12,Damaged,1921.67
3906,ORD139051,2025-03-22,Wrong Item,5323.18
3907,ORD139061,2024-11-04,Size Issue,55757.93
3908,ORD139071,2025-08-07,Customer Changed Mind,16999.74
3909,ORD139081,2024-07-21,Late Delivery,41765.4
3910,ORD139091,2024-03-13,Damaged,95834.75
3911,ORD139101,2024-09-15,Wrong Item,21438.48
3912,ORD139111,2024-10-08,Size Issue,35507.63
3913,ORD139121,2025-11-11,Customer Changed Mind,15374.05
3914,ORD139131,2025-01-11,Late Delivery,8938.77
3915,ORD139141,2024-12-11,Damaged,21583.49
3916,ORD139151,2024-02-01,Wrong Item,5037.03
3917,ORD139161,2024-11-02,Size Issue,10496.02
3918,ORD139171,2024-06-20,Customer Changed Mind,29575.76
3919,ORD139181,2024-07-23,Late Delivery,67486.51
3920,ORD139191,2024-04-13,Damaged,16957.34
3921,ORD139201,2025-01-08,Wrong Item,48422.1
3922,ORD139211,2024-01-17,Size Issue,29286.6
3923,ORD139221,2025-08-02,Customer Changed Mind,63936.99
3924,ORD139231,2025-07-19,Late Delivery,17202.13
3925,ORD139241,2024-06-30,Damaged,13483.82
3926,ORD139251,2025-10-12,Wrong Item,8567.06
3927,ORD139261,2024-04-24,Size Issue,39952.06
3928,ORD139271,2025-07-19,Customer Changed Mind,70953.95
3929,ORD139281,2025-05-28,Late Delivery,53784.97
3930,ORD139291,2025-09-04,Damaged,39859.82
3931,ORD139301,2024-10-24,Wrong Item,29829.74
3932,ORD139311,2025-11-10,Size Issue,5571.2
3933,ORD139321,2024-11-12,Customer Changed Mind,31345.65
3934,ORD139331,2024-12-27,Late Delivery,78915.5
3935,ORD139341,2025-12-23,Damaged,64384.78
3936,ORD139351,2024-12-14,Wrong Item,34435.96
3937,ORD139361,2024-04-29,Size Issue,15293.69
3938,ORD139371,2025-01-08,Customer Changed Mind,6615.14
3939,ORD139381,2025-08-29,Late Delivery,89611.43
3940,ORD139391,2025-05-12,Damaged,21583.49
3941,ORD139401,2025-11-15,Wrong Item,44949.84
3942,ORD139411,2024-12-28,Size Issue,87613.61
3943,ORD139421,2024-11-20,Customer Changed Mind,29649
3944,ORD139431,2024-12-11,Late Delivery,8491.7
3945,ORD139441,2025-11-10,Damaged,3439.08
3946,ORD139451,2025-11-26,Wrong Item,74969.72
3947,ORD139461,2025-11-21,Size Issue,31530.85
3948,ORD139471,2024-11-18,Customer Changed Mind,91921.09
3949,ORD139481,2025-07-24,Late Delivery,7642.53
3950,ORD139491,2025-01-13,Damaged,12779.06
3951,ORD139501,2024-10-11,Wrong Item,61824.44
3952,ORD139511,2025-12-15,Size Issue,67612.46
3953,ORD139521,2025-02-23,Customer Changed Mind,3727.74
3954,ORD139531,2024-02-12,Late Delivery,5228.96
3955,ORD139541,2024-02-04,Damaged,20132.96
3956,ORD139551,2025-06-21,Wrong Item,57740.4
3957,ORD139561,2025-09-10,Size Issue,57816.32
3958,ORD139571,2025-06-05,Customer Changed Mind,14609.69
3959,ORD139581,2024-12-11,Late Delivery,57526.43
3960,ORD139591,2024-01-17,Damaged,19230.98
3961,ORD139601,2025-02-21,Wrong Item,24087.56
3962,ORD139611,2024-08-16,Size Issue,7975.3
3963,ORD139621,2025-10-03,Customer Changed Mind,52284.28
3964,ORD139631,2024-05-03,Late Delivery,19847.4
3965,ORD139641,2025-05-05,Damaged,5323.18
3966,ORD139651,2024-04-11,Wrong Item,20074.8
3967,ORD139661,2025-04-04,Size Issue,40783.94
3968,ORD139671,2024-07-16,Customer Changed Mind,36758.61
3969,ORD139681,2024-07-20,Late Delivery,38643.15
3970,ORD139691,2024-07-05,Damaged,11025.98
3971,ORD139701,2024-10-25,Wrong Item,22605.23
3972,ORD139711,2024-07-11,Size Issue,83841.44
3973,ORD139721,2024-03-21,Customer Changed Mind,10426.98
3974,ORD139731,2025-12-07,Late Delivery,73137.84
3975,ORD139741,2025-03-11,Damaged,53864.37
3976,ORD139751,2025-05-01,Wrong Item,55129.89
3977,ORD139761,2024-06-16,Size Issue,78971.12
3978,ORD139771,2024-05-02,Customer Changed Mind,64445.68
3979,ORD139781,2024-07-12,Late Delivery,9627
3980,ORD139791,2024-04-30,Damaged,50913.82
3981,ORD139801,2025-01-26,Wrong Item,37171.03
3982,ORD139811,2025-12-07,Size Issue,26463.2
3983,ORD139821,2024-09-01,Customer Changed Mind,56918.16
3984,ORD139831,2025-04-24,Late Delivery,19877.82
3985,ORD139841,2024-07-03,Damaged,16509.28
3986,ORD139851,2024-05-29,Wrong Item,90624.58
3987,ORD139861,2024-11-13,Size Issue,11674.57
3988,ORD139871,2025-10-18,Customer Changed Mind,43500.83
3989,ORD139881,2024-08-02,Late Delivery,11727.05
3990,ORD139891,2025-08-13,Damaged,40555.76
3991,ORD139901,2024-02-01,Wrong Item,68071.5
3992,ORD139911,2024-06-14,Size Issue,52322.1
3993,ORD139921,2024-02-15,Customer Changed Mind,16383.42
3994,ORD139931,2024-05-11,Late Delivery,8567.06
3995,ORD139941,2025-08-09,Damaged,68151.1
3996,ORD139951,2025-12-30,Wrong Item,13902.64
3997,ORD139961,2025-08-21,Size Issue,50821.27
3998,ORD139971,2026-01-05,Customer Changed Mind,9008.52
3999,ORD139981,2025-02-18,Late Delivery,61683.89
4000,ORD139991,2024-07-06,Damaged,74462.12
4001,ORD140001,2025-04-28,Wrong Item,6220.2
4002,ORD140011,2024-08-31,Size Issue,13795.33
4003,ORD140021,2025-06-14,Customer Changed Mind,6941.13
4004,ORD140031,2024-01-31,Late Delivery,30463.14
4005,ORD140041,2024-01-25,Damaged,11822.58
4006,ORD140051,2024-09-06,Wrong Item,24473.99
4007,ORD140061,2025-08-10,Size Issue,31423.39
4008,ORD140071,2025-03-22,Customer Changed Mind,34843.75
4009,ORD140081,2024-10-10,Late Delivery,10457.93
4010,ORD140091,2025-06-26,Damaged,48319.31
4011,ORD140101,2024-07-04,Wrong Item,4967.17
4012,ORD140111,2024-05-07,Size Issue,54136.19
4013,ORD140121,2025-12-05,Customer Changed Mind,21611.95
4014,ORD140131,2024-04-14,Late Delivery,27467.15
4015,ORD140141,2025-01-10,Damaged,32214.97
4016,ORD140151,2025-07-13,Wrong Item,26078.42
4017,ORD140161,2025-05-07,Size Issue,85573.3
4018,ORD140171,2025-05-21,Customer Changed Mind,16949.18
4019,ORD140181,2025-02-14,Late Delivery,2633.89
4020,ORD140191,2024-10-23,Damaged,4941.31
4021,ORD140201,2024-08-10,Wrong Item,29203.8
4022,ORD140211,2025-05-24,Size Issue,33914.68
4023,ORD140221,2025-11-12,Customer Changed Mind,23456.09
4024,ORD140231,2024-11-22,Late Delivery,15592.09
4025,ORD140241,2025-06-15,Damaged,5646.08
4026,ORD140251,2024-05-10,Wrong Item,30028.41
4027,ORD140261,2024-09-24,Size Issue,11190.99
4028,ORD140271,2024-11-29,Customer Changed Mind,37562.64
4029,ORD140281,2024-12-06,Late Delivery,65369.34
4030,ORD140291,2025-11-20,Damaged,5147.86
4031,ORD140301,2024-03-05,Wrong Item,2556.37
4032,ORD140311,2024-03-10,Size Issue,35763.41
4033,ORD140321,2024-01-17,Customer Changed Mind,64108.84
4034,ORD140331,2025-01-22,Late Delivery,52701.35
4035,ORD140341,2025-06-27,Damaged,39735.98
4036,ORD140351,2025-07-24,Wrong Item,47742
4037,ORD140361,2025-12-25,Size Issue,15628.21
4038,ORD140371,2024-10-15,Customer Changed Mind,6068.34
4039,ORD140381,2024-02-15,Late Delivery,72499.66
4040,ORD140391,2025-07-06,Damaged,14660.78
4041,ORD140401,2025-01-08,Wrong Item,6773.5
4042,ORD140411,2024-03-16,Size Issue,14767.39
4043,ORD140421,2024-11-15,Customer Changed Mind,17492.76
4044,ORD140431,2025-11-14,Late Delivery,2196.45
4045,ORD140441,2024-05-25,Damaged,1143.64
4046,ORD140451,2025-12-22,Wrong Item,4511.7
4047,ORD140461,2024-03-26,Size Issue,18843.56
4048,ORD140471,2024-02-15,Customer Changed Mind,16558.39
4049,ORD140481,2024-10-25,Late Delivery,77583.62
4050,ORD140491,2025-09-01,Damaged,7082.71
4051,ORD140501,2024-11-01,Wrong Item,21264.99
4052,ORD140511,2025-01-28,Size Issue,17420.51
4053,ORD140521,2025-04-03,Customer Changed Mind,19223.87
4054,ORD140531,2024-12-29,Late Delivery,4245.85
4055,ORD140541,2024-07-09,Damaged,8708.41
4056,ORD140551,2025-03-25,Wrong Item,16278.41
4057,ORD140561,2024-03-17,Size Issue,14338.45
4058,ORD140571,2024-12-21,Customer Changed Mind,44252.68
4059,ORD140581,2024-05-18,Late Delivery,22929.55
4060,ORD140591,2025-11-09,Damaged,3396.68
4061,ORD140601,2025-07-08,Wrong Item,29346.28
4062,ORD140611,2025-07-25,Size Issue,23815.62
4063,ORD140621,2024-03-26,Customer Changed Mind,31060.15
4064,ORD140631,2024-03-31,Late Delivery,42837.08
4065,ORD140641,2024-06-06,Damaged,5394.11
4066,ORD140651,2024-09-07,Wrong Item,5707.5
4067,ORD140661,2024-09-19,Size Issue,63176.9
4068,ORD140671,2025-06-07,Customer Changed Mind,42302.82
4069,ORD140681,2025-11-29,Late Delivery,45959.33
4070,ORD140691,2024-08-30,Damaged,38576.55
4071,ORD140701,2025-05-04,Wrong Item,65985.78
4072,ORD140711,2024-04-05,Size Issue,46288.62
4073,ORD140721,2024-05-28,Customer Changed Mind,11727.05
4074,ORD140731,2025-06-27,Late Delivery,37682.98
4075,ORD140741,2025-03-23,Damaged,59975.78
4076,ORD140751,2025-01-19,Wrong Item,35428.07
4077,ORD140761,2025-06-30,Size Issue,4521.51
4078,ORD140771,2024-05-21,Customer Changed Mind,5811.76
4079,ORD140781,2024-04-10,Late Delivery,62606.43
4080,ORD140791,2025-08-29,Damaged,44199
4081,ORD140801,2024-11-04,Wrong Item,26831.27
4082,ORD140811,2025-02-07,Size Issue,24972.59
4083,ORD140821,2025-03-07,Customer Changed Mind,3947.94
4084,ORD140831,2024-12-18,Late Delivery,17733.87
4085,ORD140841,2025-05-06,Damaged,64384.78
4086,ORD140851,2025-07-05,Wrong Item,2378.6
4087,ORD140861,2025-02-03,Size Issue,43273.47
4088,ORD140871,2025-12-18,Customer Changed Mind,7414.63
4089,ORD140881,2025-11-27,Late Delivery,6740.5
4090,ORD140891,2025-03-03,Damaged,22847.59
4091,ORD140901,2024-02-22,Wrong Item,32773.9
4092,ORD140911,2024-04-08,Size Issue,14689.76
4093,ORD140921,2025-05-17,Customer Changed Mind,36889.94
4094,ORD140931,2024-02-20,Late Delivery,40580.7
4095,ORD140941,2025-01-01,Damaged,8869.02
4096,ORD140951,2024-06-08,Wrong Item,6146.06
4097,ORD140961,2025-03-03,Size Issue,15432.4
4098,ORD140971,2024-05-26,Customer Changed Mind,15371.04
4099,ORD140981,2024-02-29,Late Delivery,9834.11
4100,ORD140991,2024-04-05,Damaged,25746.57
4101,ORD141001,2024-10-29,Wrong Item,10035.18
4102,ORD141011,2024-02-13,Size Issue,63839.83
4103,ORD141021,2024-08-26,Customer Changed Mind,72632.6
4104,ORD141031,2025-04-17,Late Delivery,4347.55
4105,ORD141041,2025-02-10,Damaged,56800.24
4106,ORD141051,2025-11-15,Wrong Item,34689.79
4107,ORD141061,2024-04-20,Size Issue,47325.62
4108,ORD141071,2025-12-06,Customer Changed Mind,19436.45
4109,ORD141081,2024-12-31,Late Delivery,66274.66
4110,ORD141091,2024-03-20,Damaged,13972.36
4111,ORD141101,2024-08-07,Wrong Item,47506.02
4112,ORD141111,2025-04-25,Size Issue,96759.04
4113,ORD141121,2024-04-08,Customer Changed Mind,84633.01
4114,ORD141131,2025-11-01,Late Delivery,40992.3
4115,ORD141141,2025-03-21,Damaged,18238.26
4116,ORD141151,2025-09-16,Wrong Item,10519.99
4117,ORD141161,2025-09-14,Size Issue,18174.06
4118,ORD141171,2024-04-23,Customer Changed Mind,22492.53
4119,ORD141181,2024-10-15,Late Delivery,34336.4
4120,ORD141191,2025-01-26,Damaged,75682.34
4121,ORD141201,2024-02-27,Wrong Item,3834.95
4122,ORD141211,2024-04-18,Size Issue,46065.27
4123,ORD141221,2024-05-24,Customer Changed Mind,14607.02
4124,ORD141231,2026-01-06,Late Delivery,70370.86
4125,ORD141241,2025-11-23,Damaged,3815.16
4126,ORD141251,2025-06-29,Wrong Item,1143.64
4127,ORD141261,2024-02-05,Size Issue,24116.16
4128,ORD141271,2024-10-06,Customer Changed Mind,42957.1
4129,ORD141281,2024-05-27,Late Delivery,27634.67
4130,ORD141291,2024-02-18,Damaged,6707.59
4131,ORD141301,2025-10-20,Wrong Item,15626.32
4132,ORD141311,2024-03-11,Size Issue,33277.41
4133,ORD141321,2024-06-27,Customer Changed Mind,49888.68
4134,ORD141331,2025-12-17,Late Delivery,8448.69
4135,ORD141341,2024-09-15,Damaged,27467.15
4136,ORD141351,2024-04-04,Wrong Item,9771.33
4137,ORD141361,2024-07-15,Size Issue,3589.53
4138,ORD141371,2025-11-13,Customer Changed Mind,31726.64
4139,ORD141381,2025-08-24,Late Delivery,3692.41
4140,ORD141391,2025-06-22,Damaged,18470.83
4141,ORD141401,2025-02-14,Wrong Item,12081.35
4142,ORD141411,2025-01-22,Size Issue,2855.11
4143,ORD141421,2024-12-10,Customer Changed Mind,5149.31
4144,ORD141431,2025-06-01,Late Delivery,45024.9
4145,ORD141441,2025-08-09,Damaged,70057.75
4146,ORD141451,2025-07-05,Wrong Item,50877.61
4147,ORD141461,2024-07-09,Size Issue,18793.15
4148,ORD141471,2024-05-03,Customer Changed Mind,4027.12
4149,ORD141481,2024-12-07,Late Delivery,7402.15
4150,ORD141491,2025-10-30,Damaged,40194.83
4151,ORD141501,2025-02-18,Wrong Item,4185.47
4152,ORD141511,2024-07-28,Size Issue,27557.48
4153,ORD141521,2024-01-10,Customer Changed Mind,10563.35
4154,ORD141531,2024-05-22,Late Delivery,57119.85
4155,ORD141541,2024-11-19,Damaged,10870.77
4156,ORD141551,2024-09-04,Wrong Item,13416.69
4157,ORD141561,2024-12-12,Size Issue,6572.27
4158,ORD141571,2025-06-07,Customer Changed Mind,37714.4
4159,ORD141581,2024-06-29,Late Delivery,3866.04
4160,ORD141591,2024-06-09,Damaged,9382.44
4161,ORD141601,2024-04-17,Wrong Item,13790.01
4162,ORD141611,2024-02-28,Size Issue,52599.93
4163,ORD141621,2024-11-10,Customer Changed Mind,48881.18
4164,ORD141631,2025-02-23,Late Delivery,28409.58
4165,ORD141641,2024-09-06,Damaged,12594.78
4166,ORD141651,2025-02-23,Wrong Item,26340.27
4167,ORD141661,2024-07-21,Size Issue,36705.55
4168,ORD141671,2024-02-08,Customer Changed Mind,17057.05
4169,ORD141681,2024-06-01,Late Delivery,40889.98
4170,ORD141691,2024-01-25,Damaged,32713.31
4171,ORD141701,2025-12-12,Wrong Item,11127
4172,ORD141711,2026-01-04,Size Issue,37907.91
4173,ORD141721,2025-12-19,Customer Changed Mind,36438.87
4174,ORD141731,2024-07-06,Late Delivery,13339.14
4175,ORD141741,2025-05-03,Damaged,68278.64
4176,ORD141751,2025-12-16,Wrong Item,49872.49
4177,ORD141761,2024-02-18,Size Issue,8552.75
4178,ORD141771,2025-12-06,Customer Changed Mind,20490.85
4179,ORD141781,2024-03-09,Late Delivery,19436.4
4180,ORD141791,2025-10-16,Damaged,9983.22
4181,ORD141801,2025-07-15,Wrong Item,32550.28
4182,ORD141811,2024-02-12,Size Issue,35201.92
4183,ORD141821,2024-01-09,Customer Changed Mind,51927.48
4184,ORD141831,2024-11-15,Late Delivery,30696.98
4185,ORD141841,2024-05-19,Damaged,6647.7
4186,ORD141851,2024-11-11,Wrong Item,35628.8
4187,ORD141861,2024-06-11,Size Issue,19783.19
4188,ORD141871,2024-05-03,Customer Changed Mind,10518.65
4189,ORD141881,2025-09-14,Late Delivery,16306.16
4190,ORD141891,2024-04-30,Damaged,5231.84
4191,ORD141901,2025-06-13,Wrong Item,64585.53
4192,ORD141911,2024-03-02,Size Issue,24587.55
4193,ORD141921,2024-10-31,Customer Changed Mind,4120.5
4194,ORD141931,2024-09-18,Late Delivery,52034.69
4195,ORD141941,2024-09-24,Damaged,52701.35
4196,ORD141951,2024-08-22,Wrong Item,4325.69
4197,ORD141961,2024-02-18,Size Issue,49194.46
4198,ORD141971,2024-05-19,Customer Changed Mind,22479.04
4199,ORD141981,2025-08-14,Late Delivery,23883.98
4200,ORD141991,2024-09-27,Damaged,10431.34
4201,ORD142001,2024-10-02,Wrong Item,20610.96
4202,ORD142011,2025-10-05,Size Issue,56131.59
4203,ORD142021,2024-03-16,Customer Changed Mind,33917.6
4204,ORD142031,2024-07-21,Late Delivery,49635.35
4205,ORD142041,2025-08-10,Damaged,13084.46
4206,ORD142051,2024-09-07,Wrong Item,20464.65
4207,ORD142061,2025-03-03,Size Issue,26128.44
4208,ORD142071,2024-09-20,Customer Changed Mind,29178.5
4209,ORD142081,2024-08-03,Late Delivery,26432.97
4210,ORD142091,2024-07-16,Damaged,12764.01
4211,ORD142101,2024-06-04,Wrong Item,38943.02
4212,ORD142111,2026-01-07,Size Issue,14824.59
4213,ORD142121,2024-10-29,Customer Changed Mind,31042.28
4214,ORD142131,2025-01-02,Late Delivery,17420.51
4215,ORD142141,2024-07-12,Damaged,28085.45
4216,ORD142151,2024-12-04,Wrong Item,11562.98
4217,ORD142161,2024-11-23,Size Issue,10014.3
4218,ORD142171,2025-03-17,Customer Changed Mind,31493.93
4219,ORD142181,2025-07-15,Late Delivery,3418.68
4220,ORD142191,2024-12-18,Damaged,66777.32
4221,ORD142201,2024-03-02,Wrong Item,12946.83
4222,ORD142211,2025-05-17,Size Issue,5617.05
4223,ORD142221,2024-12-14,Customer Changed Mind,57573.26
4224,ORD142231,2025-10-14,Late Delivery,8260.47
4225,ORD142241,2024-07-31,Damaged,35440.58
4226,ORD142251,2024-08-17,Wrong Item,6300.41
4227,ORD142261,2025-04-06,Size Issue,58268.22
4228,ORD142271,2024-01-08,Customer Changed Mind,36476.53
4229,ORD142281,2024-10-20,Late Delivery,17076.74
4230,ORD142291,2024-12-19,Damaged,10183.28
4231,ORD142301,2024-06-04,Wrong Item,77489.49
4232,ORD142311,2026-01-04,Size Issue,6046.11
4233,ORD142321,2025-10-27,Customer Changed Mind,41995.27
4234,ORD142331,2024-01-10,Late Delivery,43795.57
4235,ORD142341,2024-03-21,Damaged,5953.9
4236,ORD142351,2025-12-11,Wrong Item,10578.67
4237,ORD142361,2024-08-10,Size Issue,14759.98
4238,ORD142371,2024-01-10,Customer Changed Mind,22594.05
4239,ORD142381,2024-10-01,Late Delivery,10927.43
4240,ORD142391,2025-07-28,Damaged,68989.97
4241,ORD142401,2025-04-25,Wrong Item,31356.45
4242,ORD142411,2024-06-26,Size Issue,34491.42
4243,ORD142421,2024-07-13,Customer Changed Mind,49916.11
4244,ORD142431,2024-05-11,Late Delivery,61372.38
4245,ORD142441,2024-02-13,Damaged,8565.32
4246,ORD142451,2024-02-25,Wrong Item,33796.47
4247,ORD142461,2024-11-22,Size Issue,10390.74
4248,ORD142471,2024-03-14,Customer Changed Mind,9154.03
4249,ORD142481,2024-07-10,Late Delivery,2624
4250,ORD142491,2024-08-21,Damaged,37004.62
4251,ORD142501,2024-08-11,Wrong Item,15050.94
4252,ORD142511,2024-10-14,Size Issue,20384.4
4253,ORD142521,2025-03-08,Customer Changed Mind,8601.5
4254,ORD142531,2024-03-09,Late Delivery,10191.97
4255,ORD142541,2025-01-02,Damaged,27176.93
4256,ORD142551,2024-06-03,Wrong Item,40992.65
4257,ORD142561,2025-06-17,Size Issue,16950.57
4258,ORD142571,2024-05-21,Customer Changed Mind,27763.42
4259,ORD142581,2024-02-04,Late Delivery,57612.92
4260,ORD142591,2024-10-31,Damaged,14298.39
4261,ORD142601,2025-02-04,Wrong Item,16903.12
4262,ORD142611,2025-06-12,Size Issue,16983.4
4263,ORD142621,2025-03-30,Customer Changed Mind,72501.39
4264,ORD142631,2025-09-06,Late Delivery,62087.58
4265,ORD142641,2024-10-11,Damaged,22713.36
4266,ORD142651,2024-01-17,Wrong Item,81798.9
4267,ORD142661,2025-10-07,Size Issue,32834.48
4268,ORD142671,2025-09-23,Customer Changed Mind,10201.38
4269,ORD142681,2025-03-28,Late Delivery,81642.38
4270,ORD142691,2025-10-04,Damaged,6124.56
4271,ORD142701,2025-12-21,Wrong Item,4578.33
4272,ORD142711,2025-02-26,Size Issue,2731.86
4273,ORD142721,2024-07-15,Customer Changed Mind,70504.69
4274,ORD142731,2024-11-26,Late Delivery,9778.2
4275,ORD142741,2024-09-06,Damaged,36758.61
4276,ORD142751,2024-03-12,Wrong Item,55642.68
4277,ORD142761,2024-08-20,Size Issue,26167
4278,ORD142771,2025-07-17,Customer Changed Mind,51766.92
4279,ORD142781,2025-02-08,Late Delivery,27246.26
4280,ORD142791,2024-02-03,Damaged,14993.94
4281,ORD142801,2024-12-24,Wrong Item,9430.53
4282,ORD142811,2024-07-15,Size Issue,44763.96
4283,ORD142821,2024-08-27,Customer Changed Mind,35023.7
4284,ORD142831,2025-05-23,Late Delivery,18675.91
4285,ORD142841,2025-03-10,Damaged,35692.47
4286,ORD142851,2025-09-01,Wrong Item,1366.29
4287,ORD142861,2024-05-10,Size Issue,17733.87
4288,ORD142871,2024-05-15,Customer Changed Mind,62813.09
4289,ORD142881,2024-04-22,Late Delivery,2584.37
4290,ORD142891,2024-04-26,Damaged,24944.34
4291,ORD142901,2025-12-01,Wrong Item,12003.05
4292,ORD142911,2025-04-16,Size Issue,14011.55
4293,ORD142921,2024-07-24,Customer Changed Mind,48319.31
4294,ORD142931,2025-03-01,Late Delivery,19941.85
4295,ORD142941,2024-06-22,Damaged,30028.41
4296,ORD142951,2024-07-30,Wrong Item,12041.48
4297,ORD142961,2025-08-05,Size Issue,18966.29
4298,ORD142971,2025-10-02,Customer Changed Mind,60203.76
4299,ORD142981,2024-04-10,Late Delivery,4013.83
4300,ORD142991,2025-04-21,Damaged,57647.85
4301,ORD143001,2024-04-14,Wrong Item,18787.68
4302,ORD143011,2024-06-13,Size Issue,19251.04
4303,ORD143021,2025-05-14,Customer Changed Mind,46175.04
4304,ORD143031,2025-11-29,Late Delivery,9200.2
4305,ORD143041,2025-09-12,Damaged,35201.92
4306,ORD143051,2024-02-17,Wrong Item,6533.68
4307,ORD143061,2024-06-12,Size Issue,11945.34
4308,ORD143071,2024-11-05,Customer Changed Mind,12679.43
4309,ORD143081,2025-02-08,Late Delivery,57424.19
4310,ORD143091,2025-04-06,Damaged,34375.74
4311,ORD143101,2024-08-12,Wrong Item,23347.08
4312,ORD143111,2025-12-05,Size Issue,16690.7
4313,ORD143121,2024-07-22,Customer Changed Mind,35195.75
4314,ORD143131,2024-05-29,Late Delivery,21773.7
4315,ORD143141,2024-06-01,Damaged,12971.74
4316,ORD143151,2025-02-08,Wrong Item,13928
4317,ORD143161,2025-02-09,Size Issue,37722.87
4318,ORD143171,2025-08-07,Customer Changed Mind,47892.16
4319,ORD143181,2024-07-26,Late Delivery,17532.11
4320,ORD143191,2024-11-28,Damaged,21168.45
4321,ORD143201,2025-10-31,Wrong Item,12626.48
4322,ORD143211,2024-10-23,Size Issue,86150.84
4323,ORD143221,2025-10-29,Customer Changed Mind,27286.2
4324,ORD143231,2024-04-13,Late Delivery,17153.54
4325,ORD143241,2024-08-18,Damaged,48728.27
4326,ORD143251,2024-07-15,Wrong Item,6520.7
4327,ORD143261,2024-08-18,Size Issue,14387.46
4328,ORD143271,2024-12-15,Customer Changed Mind,22202.77
4329,ORD143281,2025-04-05,Late Delivery,16466.41
4330,ORD143291,2024-02-20,Damaged,32017.36
4331,ORD143301,2025-08-24,Wrong Item,10183.28
4332,ORD143311,2025-10-04,Size Issue,25467.09
4333,ORD143321,2024-09-03,Customer Changed Mind,10646.35
4334,ORD143331,2024-08-03,Late Delivery,17202.13
4335,ORD143341,2025-03-03,Damaged,30013.06
4336,ORD143351,2024-11-22,Wrong Item,31042.28
4337,ORD143361,2025-06-07,Size Issue,24116.9
4338,ORD143371,2024-07-29,Customer Changed Mind,5168.74
4339,ORD143381,2025-05-31,Late Delivery,42839.68
4340,ORD143391,2024-07-16,Damaged,15722.28
4341,ORD143401,2024-04-12,Wrong Item,49635.35
4342,ORD143411,2024-01-29,Size Issue,810.55
4343,ORD143421,2025-05-10,Customer Changed Mind,70412.28
4344,ORD143431,2025-03-31,Late Delivery,19842.5
4345,ORD143441,2025-10-14,Damaged,21741.55
4346,ORD143451,2024-02-29,Wrong Item,23527.93
4347,ORD143461,2026-01-02,Size Issue,1921.57
4348,ORD143471,2024-03-06,Customer Changed Mind,21381.88
4349,ORD143481,2025-02-16,Late Delivery,44536
4350,ORD143491,2025-07-30,Damaged,19929.91
4351,ORD143501,2024-04-10,Wrong Item,1925.3
4352,ORD143511,2025-09-23,Size Issue,88262.46
4353,ORD143521,2025-07-27,Customer Changed Mind,6990.72
4354,ORD143531,2024-03-30,Late Delivery,2565.36
4355,ORD143541,2025-07-28,Damaged,20069.14
4356,ORD143551,2024-08-15,Wrong Item,816.78
4357,ORD143561,2025-06-08,Size Issue,47469.6
4358,ORD143571,2024-08-30,Customer Changed Mind,59424.29
4359,ORD143581,2025-06-28,Late Delivery,9311.28
4360,ORD143591,2024-12-15,Damaged,18017.98
4361,ORD143601,2024-04-23,Wrong Item,39026.02
4362,ORD143611,2025-11-22,Size Issue,21669.63
4363,ORD143621,2024-07-12,Customer Changed Mind,15545.28
4364,ORD143631,2024-02-28,Late Delivery,60231.69
4365,ORD143641,2024-03-04,Damaged,7365.45
4366,ORD143651,2024-01-23,Wrong Item,32680.58
4367,ORD143661,2025-05-09,Size Issue,24049.44
4368,ORD143671,2024-04-24,Customer Changed Mind,37171.03
4369,ORD143681,2025-09-26,Late Delivery,23677.6
4370,ORD143691,2024-05-23,Damaged,30137.64
4371,ORD143701,2024-02-12,Wrong Item,13220.78
4372,ORD143711,2024-04-09,Size Issue,49963.59
